gene	transcript	shNS_R1	shNS_R2	shNS_R3	shRUNX1_R1	shRUNX1_R2	shRUNX1_R3
SIM2	NM_005069,NM_009586	38.00	43.00	22.00	25.00	32.00	28.00
ERCC1	NM_001166049,NM_001983,NM_202001	263.17	394.88	191.00	383.39	343.06	348.93
PDE6A	NM_000440	9.20	12.01	9.20	14.00	5.02	1.36
CCDC78	NM_001031737	41.00	70.00	28.00	18.00	19.00	22.00
SRCAP	NM_006662	478.00	587.00	410.00	508.00	908.00	838.00
CAMSAP1	NM_015447	743.00	1209.00	565.00	832.00	1007.00	816.00
YTHDF3-AS1	NR_102684	11.00	20.00	13.00	8.00	21.00	11.00
NNT-AS1	NR_073113	30.00	45.25	15.00	40.00	55.76	37.00
NDUFA4	NM_002489	1410.00	1979.00	849.00	1004.00	989.00	894.00
RMDN3	NM_018145	256.00	450.00	187.00	214.00	264.00	230.00
LOC101927274	NR_110751	1.00	0.00	0.00	1.00	0.00	0.00
TCTE1	NM_182539	0.00	0.00	1.00	0.00	0.00	1.00
LOC339975	NR_038931	0.00	0.00	0.00	0.00	0.00	0.00
NFKBIB	NM_001243116,NM_002503,NR_040515	117.00	162.00	69.00	111.00	108.00	85.00
TNNC2	NM_003279	0.00	0.00	0.00	0.00	0.00	1.00
MIR3686	NR_037457	0.00	0.00	0.00	0.00	0.00	0.00
WDR36	NM_139281	605.00	868.00	415.00	464.00	516.00	464.00
LINC00348	NR_047699	0.00	0.00	0.00	0.00	0.00	0.00
LINC01096	NR_015450	1.00	0.00	0.00	0.00	0.00	0.00
FANCC	NM_000136,NM_001243743,NM_001243744	115.00	191.00	80.00	199.00	273.00	255.00
SEPT2	NM_001008491,NM_001008492,NM_001282972,NM_001282973,NM_004404,NM_006155	1942.00	2832.00	1262.00	2156.00	2674.00	2438.00
ARF6	NM_001663	2595.00	4050.00	1717.00	3062.00	2366.00	2177.00
OR4D1	NM_012374	0.00	0.00	0.00	0.00	0.00	0.00
PAX1	NM_001257096,NM_006192	0.00	0.00	0.00	0.00	0.00	0.00
MIR924	NR_030628	0.00	0.00	0.00	0.00	0.00	0.00
C17orf98	NM_001080465	0.00	1.00	0.00	0.00	0.00	0.00
CD300E	NM_181449	0.00	0.00	0.00	0.00	0.00	0.00
SYCE3	NM_001123225	0.00	0.00	0.00	0.00	0.00	1.00
PSMA8	NM_001025096,NM_001025097,NM_144662	0.00	0.00	0.00	0.00	0.00	0.00
LSM3	NM_014463	423.00	614.00	267.00	397.00	545.00	436.00
TEKT4	NM_001286559,NM_144705	0.00	0.00	0.00	0.00	0.00	0.00
PLA2G4A	NM_024420	0.00	0.00	0.00	0.00	0.00	0.00
LOC101927768	NR_125845	0.00	3.00	4.00	3.00	2.00	3.00
CCND2-AS1	NR_125790	0.00	0.01	0.00	0.00	0.00	0.00
TMEM63A	NM_014698	258.00	393.00	193.00	220.00	259.00	266.00
NAE1	NM_001018159,NM_001018160,NM_001286500,NM_003905	164.00	243.00	96.00	189.00	225.00	225.00
APOBEC3B-AS1	NR_104187	0.00	0.00	0.00	0.00	0.00	0.00
SRGAP3-AS3	NR_103443	2.00	3.00	1.00	1.00	0.00	0.00
RHOT2	NM_138769	347.00	636.00	282.00	243.00	337.00	274.00
GRID2IP	NM_001145118	4.00	19.00	8.00	9.00	7.00	18.00
PNPT1	NM_033109	366.29	513.00	216.00	234.00	290.00	252.00
LOC644936	NR_004845	0.00	0.00	0.00	0.00	0.00	0.00
LARGE-AS1	NR_038949,NR_038950	5.00	9.00	4.00	6.00	12.00	14.00
MRPL9	NM_001300733,NM_031420,NR_125331	493.00	756.55	303.00	520.88	821.92	699.22
KIAA1328	NM_020776	17.00	38.00	22.00	25.00	35.00	28.00
RBM11	NM_144770	7.00	9.00	3.00	5.00	14.00	12.00
INPP5K	NM_001135642,NM_016532,NM_130766	387.00	609.00	292.00	215.00	242.00	230.00
ASF1B	NM_018154	115.00	183.00	67.00	347.00	563.00	501.00
LMX1B	NM_001174146,NM_001174147,NM_002316	287.00	427.00	247.00	372.00	440.00	408.00
SNORD126	NR_003693	0.00	0.00	0.00	0.00	0.00	0.00
ARHGEF4	NM_015320,NM_032995	34.00	42.00	28.00	44.00	72.00	43.00
ALYREF	NM_005782	484.00	817.00	332.00	586.00	1053.00	902.00
LOC100133050	NR_027503	1.03	0.87	2.05	1.03	2.05	5.18
CFAP46	NM_001200049	0.00	1.00	0.00	1.00	6.00	0.00
CCDC39	NM_181426	18.00	22.00	11.00	14.00	15.00	2.00
MSRB2	NM_012228	115.00	196.00	66.00	120.00	161.00	140.00
IGF2R	NM_000876	1364.00	2338.00	1013.00	1162.00	1544.00	1386.00
ST3GAL4-AS1	NR_033839	4.00	6.00	2.00	2.00	3.00	3.00
SNORD2	NR_002587	0.00	0.00	0.00	0.00	0.00	0.00
UBE2NL	NM_001012989	0.00	0.00	0.00	0.00	0.00	0.00
HDAC9	NM_001204144,NM_001204145,NM_001204146,NM_001204147,NM_001204148,NM_014707,NM_058176,NM_178423,NM_178425	9.00	7.00	4.00	2.00	3.00	1.00
RNF10	NM_014868	578.00	951.00	444.00	908.00	1239.00	1126.00
KCNMB1	NM_004137	0.00	0.00	0.00	1.00	0.00	0.00
POR	NM_000941	580.00	878.00	391.00	610.00	868.00	811.00
SNORA33	NR_002436	0.00	0.00	1.00	0.00	0.00	1.00
KCTD1	NM_001136205,NM_001142730,NM_001258221,NM_001258222,NM_198991	69.00	158.00	59.00	118.00	158.00	131.00
MYLK-AS1	NR_038266,NR_121654	17.00	40.00	14.00	12.00	18.00	10.00
TUB	NM_003320,NM_177972	0.00	3.00	1.00	6.00	7.00	7.00
PHGDH	NM_006623	49.00	64.00	36.00	251.00	417.00	377.00
HEG1	NM_020733	82.00	145.00	63.00	88.00	205.00	162.00
YPEL2	NM_001005404	530.00	799.00	379.00	712.00	343.00	275.00
GPA33	NM_005814	0.00	0.00	0.00	0.00	0.00	0.00
NBPF11	NM_001101663,NM_001101663_chr1:146032541_146066256,NM_183372,NM_183372_chr1:146032541_146082633,NR_046188,NR_046188_chr1:146032541_146082633,NR_110864,NR_110864_chr1:146032541_146082633	539.41	948.68	405.50	285.13	304.46	294.30
LGALS8	NM_006499,NM_201543,NM_201544,NM_201545	648.12	898.49	495.16	449.46	388.67	324.45
PELP1	NM_001278241,NM_014389	305.00	451.00	216.00	278.00	373.00	347.00
LINC00265	NR_026999	13.15	28.21	19.28	23.59	31.26	28.65
LRRC56	NM_198075	43.00	71.00	33.00	44.00	18.00	20.00
PATE1	NM_138294	0.00	0.00	0.00	0.00	0.00	0.00
OR9A4	NM_001001656	1.00	0.00	0.00	0.00	0.00	0.00
LENG9	NM_001301782	40.26	109.69	31.40	57.77	75.83	92.08
FAM86C1	NM_001099653,NM_018172,NM_152563	39.50	74.26	24.00	45.96	67.28	76.47
DPYD	NM_000110,NM_001160301	137.00	222.00	100.00	219.00	115.00	101.00
DNAAF2	NM_001083908,NM_018139	254.00	387.00	157.00	192.00	224.00	186.00
DEPTOR	NM_001283012,NM_022783	697.00	1013.00	446.00	1580.00	906.00	825.00
FLJ10038	NR_026891	318.21	437.83	206.77	172.25	213.76	187.83
LL22NC03-63E9.3	NR_027426	0.00	0.00	0.00	0.00	0.00	0.00
TCP11	NM_001093728,NM_001261817,NM_001261818,NM_001261819,NM_001261820,NM_001261821,NM_018679	1.00	0.00	0.00	0.00	0.00	0.00
LINC01091	NR_027105,NR_027106	0.00	0.00	0.00	0.00	0.00	0.00
MMP7	NM_002423	0.00	0.00	0.00	0.00	0.00	0.00
TEX10	NM_001161584,NM_017746	287.00	417.00	203.00	332.00	492.00	390.00
TMEM30B	NM_001017970	797.00	1176.00	543.00	1086.00	879.00	836.00
AGMAT	NM_024758	18.00	16.00	11.00	31.00	74.00	78.00
ZCCHC7	NM_001289119,NM_001289120,NM_001289121,NM_032226,NR_110317	172.00	207.00	86.00	192.00	168.00	165.00
CMTM4	NM_178818,NM_181521	467.00	758.00	308.00	897.00	1067.00	1013.00
ACAD8	NM_014384	84.00	165.00	59.00	87.00	109.00	96.00
TIGIT	NM_173799	0.00	0.00	0.00	0.00	0.00	0.00
AIM1	NM_001624	618.00	1040.00	425.00	428.00	629.00	494.00
SRPK2	NM_001278273,NM_182691,NM_182692	644.00	916.00	420.00	743.00	735.00	717.00
IL4	NM_000589,NM_172348	0.00	0.00	0.00	0.00	0.00	0.00
KCNJ6	NM_002240	0.00	1.00	0.00	0.00	0.00	0.00
TIMMDC1	NM_016589	314.00	476.00	196.00	324.00	344.00	292.00
TINF2	NM_001099274,NM_012461	499.00	719.00	316.00	527.00	455.00	426.00
MIR6737	NR_106795	0.00	0.00	0.00	0.00	0.00	0.00
KIAA0319	NM_001168374,NM_001168375,NM_001168376,NM_001168377,NM_001252328,NM_014809	14.00	13.00	5.00	9.00	16.00	10.00
CHRNA2	NM_000742,NM_001282455	0.00	0.00	0.00	0.00	0.00	1.00
FLJ43681	NR_029406	42.15	79.23	34.37	33.54	43.55	32.67
HSDL1	NM_001146051,NM_031463	719.00	1076.00	525.00	656.00	571.00	480.00
VAV2	NM_001134398,NM_003371	724.00	1109.00	492.00	803.00	930.00	800.00
ZNF791	NM_153358	254.00	352.00	154.00	235.00	223.00	191.00
LRRC8E	NM_001268284,NM_001268285,NM_025061	164.00	234.00	105.00	85.00	108.00	92.00
DAZAP1	NM_018959,NM_170711	309.00	445.00	191.00	408.00	692.00	675.00
C1QTNF6	NM_031910,NM_182486	230.00	355.00	181.00	332.00	458.00	409.00
NEFM	NM_001105541,NM_005382	0.00	0.00	0.00	0.00	0.00	0.00
ACE2	NM_021804	2.00	2.00	0.00	3.00	1.00	2.00
RIC1	NM_001135920,NM_001206557,NM_020829	298.00	469.00	210.00	313.00	320.00	303.00
IFI6	NM_002038,NM_022872,NM_022873	114.00	170.00	63.00	166.00	488.00	411.00
NDUFA12	NM_001258338,NM_018838	223.00	389.00	175.00	257.00	277.00	276.00
DOCK7	NM_001271999,NM_001272000,NM_001272001,NM_001272002,NM_033407	345.00	474.00	199.00	379.00	470.00	388.00
MCTP2	NM_001159643,NM_001159644,NM_018349	3.00	4.00	0.00	7.00	3.00	4.00
MIR449A	NR_029960	0.00	0.00	0.00	0.00	0.00	0.00
ZNF667	NM_022103,NR_030740	0.00	0.00	0.00	0.00	0.00	0.00
ID2	NM_002166	298.00	450.00	208.00	364.00	426.00	373.00
TMEM86A	NM_153347	16.00	29.00	9.00	26.00	12.00	15.00
TERF2	NM_005652	146.00	224.00	97.55	137.00	147.68	154.87
CNBP	NM_001127192,NM_001127193,NM_001127194,NM_001127195,NM_001127196,NM_003418	2210.00	3033.00	1339.00	2396.00	1875.00	1733.00
MMP2	NM_001127891,NM_001302508,NM_001302509,NM_001302510,NM_004530	0.00	0.00	0.00	0.00	0.00	0.00
STAG3L2	NR_040584	80.78	101.89	59.54	86.28	126.51	98.99
REG1B	NM_006507	0.00	0.00	0.00	0.00	0.00	0.00
LOC100129434	NR_125368	937.26	1340.31	822.83	993.57	1232.10	1042.53
ANKLE1	NM_001278443,NM_001278444,NM_001278445,NM_152363,NR_103530	3.00	1.00	0.00	1.00	1.00	0.00
LINC00922	NR_027755	0.00	0.00	1.00	0.00	0.00	0.00
MED12	NM_005120	227.00	377.00	179.00	247.00	430.00	340.00
HIST2H2BC	NR_036461	61.01	77.98	41.99	74.07	68.98	66.81
FCGR1C	NR_027484	0.00	0.00	0.00	0.00	0.00	0.00
ING4	NM_001127582,NM_001127583,NM_001127584,NM_001127585,NM_001127586,NM_016162	190.00	272.00	101.00	142.00	103.00	90.00
FLJ41200	NR_033863	8.00	16.00	4.77	5.00	0.00	0.00
MIR4770	NR_039927	0.00	0.00	0.00	0.00	0.00	0.00
PEX11B	NM_001184795,NM_003846,NR_073491,NR_073492,NR_073493	360.00	493.00	207.00	293.00	306.00	321.00
IGSF23	NM_001205280	0.00	1.00	0.00	0.00	0.00	0.00
TTTY16	NR_001552	0.00	0.00	0.00	0.00	0.00	0.00
BHLHB9	NM_001142524,NM_001142525,NM_001142526,NM_001142527,NM_001142528,NM_001142529,NM_001142530,NM_030639	75.00	111.00	69.00	110.00	108.00	78.00
GJA5	NM_005266,NM_181703	0.00	0.00	0.00	0.00	0.00	0.00
SRA1	NM_001035235,NM_001253764,NR_045586,NR_045587	155.00	259.00	91.00	160.00	214.00	207.00
CCDC92	NM_025140	65.00	117.00	55.00	60.00	81.00	77.00
CITED2	NM_001168388,NM_001168389,NM_006079	878.00	1296.00	668.00	1351.00	1087.00	963.00
FLJ37035	NR_033847	9.55	13.12	4.16	5.37	4.16	0.00
RNF212	NM_001131034,NM_001193318,NM_194439	0.00	0.00	0.00	0.00	0.00	0.00
OAT	NM_000274,NM_001171814	524.00	801.00	340.00	514.00	539.00	542.00
RASSF1-AS1	NR_109831	1.00	3.00	4.00	4.00	3.00	3.00
FAM153B	NM_001265615	0.00	0.64	0.00	0.00	0.00	0.00
LOC646938	NR_036495	1.00	1.00	0.00	0.00	1.00	0.00
EMB	NM_198449	905.62	1347.70	655.72	989.44	735.36	612.01
CDC34	NM_004359	193.00	340.00	113.00	241.00	301.00	265.00
LOC440040	NR_027044	0.00	0.00	0.00	1.00	1.00	1.00
LOC102467080	NR_104658,NR_104659	0.00	0.00	0.00	0.00	0.00	0.00
PPP6C	NM_001123355,NM_001123369,NM_002721	358.00	534.00	233.00	541.00	644.00	553.00
JARID2-AS1	NR_120502	3.00	7.00	2.00	1.00	5.00	3.00
LOC101927972	NR_125846,NR_125847,NR_125848	0.00	0.00	1.00	1.00	0.00	2.00
BIRC8	NM_033341	0.00	0.00	0.00	0.00	0.00	0.00
MIR4321	NR_036207	0.00	0.00	0.00	0.00	0.00	0.00
SPINK9	NM_001040433	0.00	0.00	0.00	0.00	0.00	0.00
ALG3	NM_001006941,NM_005787,NR_024533,NR_024534	91.00	152.00	87.00	130.00	167.00	191.00
KLRF1	NM_001291822,NM_001291823,NM_016523,NR_120305	0.00	0.00	0.00	0.00	0.00	0.00
ST6GAL1	NM_003032,NM_173216,NM_173217	3.00	8.00	6.00	4.00	10.00	6.00
SLC25A26	NM_001164796,NM_173471,NR_028475	80.25	144.00	72.88	96.12	100.68	93.00
KAT2A	NM_021078	124.00	211.00	66.00	95.00	241.00	204.00
MIR3685	NR_037456	0.00	0.00	0.00	0.00	0.00	0.00
CLDN1	NM_021101	60.00	73.00	38.00	21.00	26.00	29.00
SNCG	NM_003087	2.00	2.00	0.00	2.00	2.00	1.00
VPREB3	NM_013378	0.00	2.00	0.00	0.00	1.00	0.00
QPRT	NM_014298	257.00	421.00	160.00	333.00	443.00	385.00
ALS2CR11	NM_001168216,NM_001168217,NM_001168221,NM_152525	0.00	0.00	1.00	3.00	3.00	1.00
CHCHD6	NM_032343	31.00	55.00	40.00	53.00	36.00	44.00
TMEM254	NM_001270367,NM_001270368,NM_001270369,NM_001270370,NM_001270371,NM_001270372,NM_001270373,NM_001270374,NM_025125,NR_072984,NR_072985,NR_072986,NR_072987	78.73	93.00	40.00	136.36	113.00	89.59
TMC3-AS1	NR_120365	2.00	3.92	0.00	2.00	3.00	2.00
LPA	NM_005577	0.00	1.00	0.00	0.00	1.00	0.00
RUNDC1	NM_173079	260.63	433.00	195.00	226.15	217.96	208.30
IFI30	NM_006332	479.00	692.00	263.00	257.00	265.00	220.00
LNX2	NM_153371	324.00	502.00	243.00	425.00	450.91	406.00
MIR6745	NR_106803	0.00	0.00	0.00	0.00	0.00	0.00
LOC101928539	NR_109900	0.00	0.00	0.00	0.00	0.00	0.00
FAM120AOS	NM_198841	487.49	727.24	315.29	617.44	580.49	487.58
DRC7	NM_001289162,NM_001289163,NM_032269	0.00	1.00	0.00	0.00	0.00	1.00
SP2	NM_003110	44.00	52.00	43.00	39.00	62.00	55.00
PDZD8	NM_173791	577.70	955.40	464.14	470.37	359.88	293.08
PCDHGA5	NM_018918,NM_032054	13.00	23.00	17.00	20.00	21.00	26.00
LOC100132057	NR_111930,NR_111930_chr1:147874635_147904682	3.79	4.72	5.15	3.00	4.64	3.00
ERCC6	NM_000124	266.90	425.73	190.29	219.88	234.43	199.06
LRRCC1	NM_033402	198.00	265.00	131.00	286.00	114.00	107.00
PRF1	NM_001083116,NM_005041	0.00	0.00	0.00	0.00	0.00	0.00
CHCHD7	NM_001011667,NM_001011668,NM_001011669,NM_001011670,NM_001011671,NM_024300	104.00	148.00	79.00	106.00	86.00	93.00
ATAD3B	NM_031921	119.04	187.16	104.00	58.78	91.79	72.54
CACNA2D4	NM_172364	2.00	10.00	3.00	5.00	5.00	8.00
LINGO1-AS1	NR_045123	0.00	0.00	0.00	0.00	0.00	0.00
DIAPH3-AS2	NR_046540	0.00	0.00	0.00	0.00	0.00	0.00
ZNF552	NM_024762	99.31	135.94	76.96	156.11	175.82	160.52
AMY2B	NM_020978	5.00	5.00	4.00	3.00	6.00	2.00
C12orf10	NM_021640	205.00	303.00	112.00	168.00	244.00	218.00
LOC101930071	NR_126041	4.00	1.00	0.00	1.00	7.00	5.00
KRTAP4-11	NM_033059	0.00	0.00	0.00	0.00	0.00	0.00
LOC100996286	NR_121627,NR_121628	0.00	0.00	0.00	0.00	0.00	0.00
ITIH6	NM_198510	28.00	24.00	17.00	17.00	23.00	30.00
SPRED3	NM_001042522,NR_073032	5.00	9.00	10.00	2.00	5.00	14.00
LOC101928163	NR_110799	0.00	0.00	1.00	3.00	9.00	5.00
LINC00641	NR_038970,NR_038971	74.00	93.00	61.00	63.00	47.00	47.00
FLCN	NM_144606,NM_144997	463.00	756.00	317.00	539.00	489.00	430.00
EBP	NM_006579	320.00	459.00	181.00	481.00	559.00	494.00
MPL	NM_005373	1.00	0.00	4.00	0.00	4.00	0.00
SEMA5B	NM_001031702,NM_001256346,NM_001256347,NM_001256348,NR_046079	0.00	0.00	0.00	0.00	0.00	0.00
NRG2	NM_001184935,NM_004883,NM_013981,NM_013982,NM_013983	3.00	2.00	1.00	4.00	3.00	1.00
APOA1	NM_000039	1.00	1.00	0.00	1.00	0.00	0.00
PDE7B	NM_018945	1.00	4.00	2.00	1.00	4.00	4.00
ELF2	NM_001276457,NM_001276458,NM_001276459,NM_006874,NM_201999	337.00	513.00	220.00	391.00	404.00	342.00
IL13RA1	NM_001560	853.00	1197.00	530.00	746.00	787.00	699.00
PART1	NR_024617,NR_028508,NR_028509	0.00	0.00	0.00	0.00	2.00	1.00
GLUD1P3	NR_048575	24.00	22.00	18.00	15.00	10.00	10.00
PLAG1	NM_001114634,NM_001114635,NM_002655	6.00	13.00	3.00	6.00	4.00	7.00
CTU2	NM_001012759,NM_001012762	97.00	139.00	65.00	120.00	212.00	165.00
SULT2A1	NM_003167	0.00	0.00	1.00	0.00	0.00	0.00
LRP1	NM_002332	118.00	207.00	105.00	161.00	200.00	157.00
FAM200A	NM_145111	109.00	133.00	54.00	99.00	87.00	74.00
CSRP2	NM_001300965,NM_001321	4.00	3.00	0.00	11.00	6.00	12.00
SPRN	NM_001012508	51.00	100.00	41.00	24.00	39.00	39.00
EPM2A	NM_001018041,NM_005670	60.00	82.00	48.00	84.00	61.00	45.00
LOC101927374	NR_110133	83.84	137.24	77.75	62.72	92.81	77.55
ATP6V0CP3	NR_037141	0.00	0.00	0.00	0.00	0.00	0.00
BCAN	NM_021948,NM_198427	0.00	1.00	1.00	2.00	5.00	5.00
PRELID1	NM_001271828,NM_013237	769.34	1021.99	500.58	827.12	1503.53	1333.79
PRDX4	NM_006406	465.00	663.00	247.00	526.00	623.00	534.00
PRR5L	NM_001160167,NM_001160168,NM_001160169,NM_024841	2.00	0.00	1.00	0.00	5.00	2.00
FBXO32	NM_001242463,NM_058229,NM_148177	96.00	134.00	68.00	96.00	50.00	37.00
TRIM3	NM_001248006,NM_001248007,NM_006458,NM_033278	45.00	46.00	28.00	29.00	51.00	44.00
JAK2	NM_004972	615.00	915.00	408.00	991.00	432.00	381.00
MIR4502	NR_039724	0.00	0.00	0.00	0.00	0.00	0.00
LINC00116	NR_027063	167.00	263.00	112.00	146.00	170.00	133.00
DMRTA1	NM_022160	100.00	132.00	64.00	53.00	61.00	50.00
HMGB3P1	NR_002165	0.00	0.00	0.00	0.00	0.00	0.00
CA9	NM_001216	0.00	0.00	0.00	0.00	1.00	3.00
BCL2A1	NM_001114735,NM_004049	0.00	0.00	1.00	0.00	0.00	0.00
SNORD54	NR_002437	0.00	0.00	0.00	0.00	0.00	0.00
BOK	NM_032515	242.00	398.97	167.00	341.97	482.00	406.91
ACYP1	NM_001107,NM_001302616,NM_001302617,NR_126393,NR_126394,NR_126395	21.00	33.00	22.00	26.00	28.00	33.00
AGPAT3	NM_001037553,NM_020132	630.00	972.00	495.00	651.00	896.00	782.00
NPHS2	NM_001297575,NM_014625	0.00	0.00	0.00	0.00	0.00	0.00
DOCK2	NM_004946	0.00	2.00	0.00	0.00	2.00	0.00
CBX1	NM_001127228,NM_006807	1066.00	1722.00	746.00	1332.00	1584.00	1457.00
SLC23A2	NM_005116,NM_203327	97.00	186.00	83.00	121.00	131.00	143.00
LOC101927924	NR_110285	0.00	0.00	0.00	0.00	0.00	0.00
COX4I2	NM_032609	0.00	0.00	0.00	0.00	0.00	0.00
LOC399715	NR_040079	2.00	10.00	7.00	3.00	2.00	2.00
FAM225A	NR_024366	28.00	46.00	25.00	73.70	103.63	92.62
PWARSN	NR_022011	0.00	1.00	0.00	0.00	0.00	0.00
PHIP	NM_017934	1177.00	1761.00	842.00	1416.00	1301.00	1103.00
PCDHGA2	NM_018915,NM_032009	29.00	34.00	9.66	52.91	70.46	50.93
ISX	NM_001008494	0.00	1.00	0.00	0.00	0.00	0.00
ABLIM3	NM_001301015,NM_001301018,NM_001301027,NM_001301028,NM_014945	83.00	115.00	47.00	115.00	98.00	95.00
EPCAM	NM_002354	2267.00	3384.00	1541.00	1986.00	1853.00	1667.00
CSTF3	NM_001033505,NM_001033506,NM_001326	195.00	295.00	130.00	171.00	221.00	203.00
ALKBH2	NM_001001655,NM_001145374,NM_001145375,NM_001205179,NM_001205180	169.00	211.00	103.00	81.00	143.00	124.00
RHOU	NM_021205,NR_037962	337.00	500.00	194.00	307.00	410.00	393.00
NAA15	NM_057175	525.00	806.00	360.00	470.00	730.00	727.00
RIC8A	NM_001286134,NM_021932	462.79	789.84	323.84	357.85	481.00	454.00
CAP2	NM_006366	387.00	566.00	252.00	429.00	486.00	351.00
FUT6	NM_000150,NM_001040701	0.00	1.09	0.00	0.00	0.00	2.89
YWHAQ	NM_006826	1964.00	2714.00	1303.00	2298.00	2981.00	2638.00
RCBTB2	NM_001268,NM_001286830,NM_001286831,NM_001286832	14.00	13.00	9.00	10.00	13.00	12.00
PHF23	NM_001284517,NM_001284518,NM_024297	380.00	565.00	220.00	328.00	330.00	328.00
WDFY3	NM_014991	973.00	1363.00	657.00	925.00	1018.00	894.00
OR10H1	NM_013940	0.00	0.00	0.00	1.00	0.00	0.00
EPAS1	NM_001430	213.00	258.00	133.00	110.00	144.00	122.00
DYRK2	NM_003583,NM_006482	342.00	565.00	275.00	313.00	361.00	322.00
RABL2B	NM_001003789,NM_001130919,NM_001130920,NM_001130921,NM_001130922,NM_001130923,NM_007081	49.46	84.43	38.06	43.21	45.28	34.03
TADA2A	NM_001166105,NM_001291918,NM_001488,NM_133439	53.00	81.00	32.00	67.00	75.00	68.00
ANKRD11	NM_001256182,NM_001256183,NM_013275,NR_045839	766.00	1147.00	563.00	1063.00	1237.00	1108.00
ACTL10	NM_001024675	36.00	68.00	26.00	40.00	37.00	36.00
LINC01251	NR_109755	0.00	1.00	0.00	0.00	0.00	0.00
MIR190A	NR_029709	0.00	0.00	0.00	0.00	0.00	0.00
COL4A2-AS1	NR_046583	0.00	0.00	0.00	0.00	0.00	1.00
TAS2R60	NM_177437	0.00	0.00	0.00	0.00	0.00	0.00
CHMP6	NM_024591	129.00	173.00	81.00	147.00	123.00	117.00
SCNN1B	NM_000336	141.00	188.00	85.00	42.00	15.00	13.00
MIR5000	NR_049796	0.00	0.00	0.00	0.00	0.00	0.00
CARHSP1	NM_001042476,NM_001278260,NM_001278261,NM_001278262,NM_001278263,NM_001278264,NM_001278265,NM_001278266,NM_014316	270.00	412.00	199.00	357.00	397.00	350.00
FBXO48	NM_001024680	2.00	8.00	2.00	4.00	15.00	9.00
LOC101929295	NR_110303	0.00	1.00	1.00	0.00	0.00	1.00
MCTP1	NM_001002796,NM_001297777,NM_024717	2.00	3.00	0.00	6.00	12.00	6.00
MINOS1-NBL1	NM_001204088,NM_001204089	13.64	8.81	9.40	25.48	16.72	39.22
TIMD4	NM_001146726,NM_138379	0.00	0.00	0.00	0.00	0.00	0.00
RASEF	NM_152573	450.00	649.00	322.00	390.00	282.00	232.00
P2RY11	NM_002566	67.71	51.72	50.08	23.64	36.77	37.08
LOC101927237	NR_110747	0.00	0.00	0.00	1.00	0.00	0.00
SLAIN1	NM_001040153,NM_001242868,NM_001242869,NM_001242870,NM_001242871,NM_144595	15.00	56.00	13.00	58.00	47.00	54.00
PCAT18	NR_024259	0.00	0.00	0.00	0.00	0.00	0.00
RGMB-AS1	NR_033932	5.00	4.00	1.00	8.00	4.00	8.00
LOC652276	NR_015441	64.35	93.73	46.39	31.10	64.84	54.37
MIR4510	NR_039735	0.00	0.00	0.00	0.00	0.00	0.00
VOPP1	NM_001284282,NM_001284283,NM_001284284,NM_030796	414.00	640.00	291.00	544.00	526.00	460.00
SEMA3C	NM_006379	10474.00	15134.00	6977.00	9883.00	6824.00	6092.00
CT45A10	NM_001291527,NM_001291528,NM_001291529,NM_001291530	0.00	0.00	0.00	0.00	0.00	0.00
MIR329-1	NR_029967	0.00	0.00	0.00	0.00	0.00	0.00
MIR590	NR_030321	0.00	0.00	0.00	0.00	0.00	0.00
MIR381	NR_029873	0.00	0.00	0.00	0.00	0.00	0.00
NXF4	NR_002216	1.00	0.00	0.00	0.00	0.00	0.00
LINC01185	NR_033980	0.00	0.00	0.00	0.00	0.00	0.00
PSMA5	NM_001199772,NM_001199773,NM_001199774,NM_002790	827.00	1158.00	513.00	776.00	892.00	779.00
MIR3131	NR_036081	0.00	0.00	0.00	0.00	0.00	0.00
ZFP69B	NM_023070	14.00	20.00	9.00	19.00	27.00	21.00
STIL	NM_001048166,NM_001282936,NM_001282937,NM_001282938,NM_001282939,NM_003035	138.00	230.00	113.00	250.00	457.00	360.00
PPP1R17	NM_001145123,NM_006658	0.00	0.00	0.00	0.00	0.00	0.00
FAM27L	NR_028336	0.00	0.00	0.00	0.00	0.00	0.00
LOC101927787	NR_125944	3.00	1.00	0.00	2.00	0.00	0.00
PDK2	NM_001199898,NM_001199899,NM_001199900,NM_002611	113.00	182.00	88.00	166.00	209.00	179.00
MBLAC2	NM_203406	91.00	139.00	58.00	94.00	92.00	90.00
HCCS	NM_001122608,NM_001171991,NM_005333	161.00	227.00	107.00	158.00	174.00	174.00
C3orf30	NM_152539	0.00	0.00	0.00	1.00	0.00	0.00
RAP1GAP2	NM_001100398,NM_015085	120.00	218.99	97.00	104.00	150.00	121.00
NALCN	NM_052867	0.00	0.00	0.00	0.00	0.00	0.00
CPNE7	NM_014427,NM_153636	3.00	1.00	0.00	4.00	7.00	7.00
ATP13A2	NM_001141973,NM_001141974,NM_022089	246.00	453.00	194.00	248.00	416.00	335.00
LEF1	NM_001130713,NM_001130714,NM_001166119,NM_016269	0.00	1.00	0.00	4.00	3.00	1.00
NHEJ1	NM_024782	90.00	115.00	55.00	73.00	113.00	91.00
C10orf71	NM_001135196	0.00	0.00	0.00	0.00	0.00	0.00
NDUFB10	NM_004548	485.00	664.00	310.00	409.00	553.00	518.00
ERP27	NM_001300784,NM_152321	9.00	12.00	0.00	8.00	9.00	8.00
